iter	Passed	Remaining
455	965	1151
456	966	1147
457	967	1144
458	968	1141
459	970	1139
460	971	1136
461	972	1132
462	973	1129
463	975	1127
464	976	1124
465	978	1120
466	979	1117
467	982	1116
468	983	1113
469	984	1110
470	985	1106
471	988	1105
472	989	1102
473	990	1099
474	991	1096
475	994	1094
476	995	1091
477	996	1088
478	997	1085
479	1000	1083
480	1001	1080
481	1002	1077
482	1003	1074
483	1007	1074
484	1008	1071
485	1009	1068
486	1013	1067
487	1015	1065
488	1016	1062
489	1019	1061
490	1021	1058
491	1022	1055
492	1023	1052
493	1025	1050
494	1026	1047
495	1027	1044
496	1028	1041
497	1031	1039
498	1032	1036
499	1033	1033
500	1034	1030
501	1036	1028
502	1037	1025
503	1039	1022
504	1040	1019
505	1042	1017
506	1043	1014
507	1044	1011
508	1045	1008
509	1046	1005
510	1048	1003
511	1049	1000
512	1051	997
513	1053	995
514	1055	993
515	1056	990
516	1057	987
517	1059	986
518	1061	983
519	1062	980
520	1063	977
521	1065	975
522	1066	972
523	1067	969
524	1068	966
525	1069	963
526	1071	961
527	1072	958
528	1073	955
529	1074	953
530	1075	950
531	1077	947
532	1078	945
533	1079	942
534	1081	939
535	1083	937
536	1084	934
537	1085	931
538	1086	929
539	1088	926
540	1090	924
541	1091	922
542	1092	919
543	1093	916
544	1095	914
545	1096	911
546	1097	908
547	1098	905
548	1099	903
549	1101	901
550	1102	898
551	1103	895
552	1105	893
553	1108	892
554	1109	889
555	1110	886
556	1111	884
557	1113	882
558	1114	879
559	1116	876
560	1117	874
561	1119	872
562	1120	869
563	1121	867
564	1123	864
565	1125	862
566	1126	860
567	1127	857
568	1128	854
569	1130	853
570	1132	850
571	1133	848
572	1134	845
573	1138	844
574	1139	842
575	1140	839
576	1141	836
577	1143	835
578	1145	832
579	1146	829
580	1147	827
581	1148	825
582	1150	822
583	1151	820
584	1152	817
585	1153	815
586	1155	812
587	1156	810
588	1157	807
589	1158	805
590	1160	803
591	1162	800
592	1163	798
593	1164	795
594	1165	793
595	1167	791
596	1168	788
597	1169	786
598	1174	786
599	1176	784
600	1180	783
601	1181	781
602	1182	778
603	1184	776
604	1186	774
605	1188	772
606	1189	770
607	1191	768
608	1192	765
609	1193	763
610	1194	760
611	1196	758
612	1198	756
613	1199	754
614	1200	751
615	1204	750
616	1205	748
617	1207	746
618	1210	745
619	1211	742
620	1213	740
621	1215	738
622	1217	736
623	1218	734
624	1219	731
625	1221	730
626	1222	727
627	1224	725
628	1228	724
629	1229	721
630	1230	719
631	1231	717
632	1233	715
633	1235	713
634	1236	710
635	1239	709
636	1241	707
637	1242	704
638	1244	702
639	1246	701
640	1247	698
641	1249	696
642	1250	694
643	1252	692
644	1253	689
645	1254	687
646	1255	685
647	1257	683
648	1258	680
649	1259	678
650	1260	675
651	1261	673
652	1262	671
653	1263	668
654	1265	666
655	1266	664
656	1267	661
657	1268	659
658	1269	656
659	1270	654
660	1271	652
661	1272	649
662	1273	647
663	1275	645
664	1276	642
665	1277	640
666	1278	638
667	1280	636
668	1281	634
669	1282	631
670	1283	629
671	1284	626
672	1287	625
673	1288	623
674	1289	620
675	1290	618
676	1291	616
677	1293	614
678	1294	611
679	1295	609
680	1296	607
681	1298	605
682	1299	603
683	1300	600
684	1301	598
685	1302	596
686	1304	594
687	1305	592
688	1306	589
689	1307	587
690	1309	585
691	1311	583
692	1312	581
693	1313	579
694	1315	577
695	1317	575
696	1318	573
697	1319	570
698	1321	568
699	1322	566
700	1323	564
701	1324	562
702	1325	559
703	1326	557
704	1328	555
705	1329	553
706	1330	551
707	1331	549
708	1332	547
709	1334	544
710	1335	542
711	1336	540
712	1337	538
713	1338	536
714	1339	534
715	1340	531
716	1342	529
717	1343	527
718	1344	525
719	1346	523
720	1347	521
721	1348	519
722	1349	516
723	1350	514
724	1351	512
725	1353	510
726	1353	508
727	1355	506
728	1356	504
729	1357	502
730	1358	500
731	1360	497
732	1360	495
733	1361	493
734	1363	491
735	1364	489
736	1366	487
737	1366	485
738	1368	483
739	1369	481
740	1371	479
741	1372	477
742	1374	475
743	1375	473
744	1377	471
745	1378	469
746	1379	467
747	1380	465
748	1382	463
749	1383	461
750	1384	459
751	1385	457
752	1387	455
753	1388	453
754	1389	450
755	1390	448
756	1392	447
757	1393	445
758	1395	443
759	1396	440
760	1397	439
761	1399	437
762	1400	435
763	1401	432
764	1403	431
765	1405	429
766	1406	427
767	1407	425
768	1411	423
769	1412	421
770	1413	419
771	1414	417
772	1417	416
773	1418	414
774	1419	412
775	1420	410
776	1421	407
777	1423	406
778	1424	404
779	1425	402
780	1426	400
781	1428	398
782	1429	396
783	1431	394
784	1432	392
785	1433	390
786	1435	388
787	1437	386
788	1438	384
789	1439	382
790	1440	380
791	1441	378
792	1442	376
793	1443	374
794	1444	372
795	1446	370
796	1447	368
797	1448	366
798	1449	364
799	1450	362
800	1452	360
801	1453	358
802	1454	356
803	1455	354
804	1456	352
805	1458	351
806	1459	349
807	1460	347
808	1461	345
809	1462	343
810	1463	341
811	1465	339
812	1466	337
813	1467	335
814	1468	333
815	1469	331
816	1470	329
817	1471	327
818	1472	325
819	1473	323
820	1475	321
821	1477	319
822	1478	317
823	1479	315
824	1480	313
825	1481	312
826	1482	310
827	1483	308
828	1484	306
829	1485	304
830	1486	302
831	1487	300
832	1489	298
833	1490	296
834	1491	294
835	1492	292
836	1494	290
837	1495	289
838	1496	287
839	1497	285
840	1498	283
841	1499	281
842	1501	279
843	1502	277
844	1504	275
845	1505	274
846	1506	272
847	1507	270
848	1508	268
849	1509	266
850	1511	264
851	1512	262
852	1514	260
853	1515	259
854	1516	257
855	1518	255
856	1519	253
857	1520	251
858	1522	249
859	1524	248
860	1525	246
861	1526	244
862	1528	242
863	1529	240
864	1530	238
865	1531	237
866	1533	235
867	1534	233
868	1535	231
869	1537	229
870	1538	227
871	1539	225
872	1539	224
873	1540	222
874	1542	220
875	1543	218
876	1544	216
877	1545	214
878	1546	212
879	1548	211
880	1549	209
881	1550	207
882	1551	205
883	1552	203
884	1555	202
885	1556	200
886	1557	198
887	1558	196
888	1559	194
889	1561	192
890	1562	191
891	1563	189
892	1564	187
893	1565	185
894	1567	183
895	1568	182
896	1570	180
897	1570	178
898	1571	176
899	1573	174
900	1574	172
901	1575	171
902	1576	169
903	1577	167
904	1578	165
905	1579	163
906	1581	162
907	1582	160
908	1583	158
909	1584	156
910	1586	154
911	1587	153
912	1588	151
913	1589	149
914	1591	147
915	1592	146
916	1593	144
917	1595	142
918	1596	140
919	1597	138
920	1598	137
921	1599	135
922	1600	133
923	1602	131
924	1603	129
925	1604	128
926	1605	126
927	1606	124
928	1607	122
929	1609	121
930	1610	119
931	1611	117
932	1612	115
933	1614	114
934	1615	112
935	1616	110
936	1617	108
937	1618	106
938	1620	105
939	1621	103
940	1622	101
941	1623	99
942	1624	98
943	1625	96
944	1626	94
945	1628	92
946	1629	91
947	1630	89
948	1632	87
949	1633	85
950	1634	84
951	1635	82
952	1636	80
953	1638	78
954	1639	77
955	1640	75
956	1641	73
957	1642	72
958	1643	70
959	1645	68
960	1646	66
961	1647	65
962	1648	63
963	1649	61
964	1651	59
965	1652	58
966	1653	56
967	1654	54
968	1655	52
969	1657	51
970	1658	49
971	1659	47
972	1660	46
973	1661	44
974	1663	42
975	1664	40
976	1665	39
977	1666	37
978	1667	35
979	1668	34
980	1670	32
981	1671	30
982	1672	28
983	1674	27
984	1675	25
985	1676	23
986	1677	22
987	1679	20
988	1680	18
989	1681	16
990	1682	15
991	1683	13
992	1685	11
993	1686	10
994	1687	8
995	1688	6
996	1689	5
997	1691	3
998	1692	1
999	1693	0
